Feature,Mean_Absolute_SHAP,Random_Seed,Fold
numeric__duration,0.89779298292398,100,1
numeric__campaign,0.20636155098656575,100,1
numeric__pdays,0.004024578113990553,100,1
numeric__previous,0.03753684627956889,100,1
categorical__job_admin.,0.025869497509335704,100,1
categorical__job_blue-collar,0.08150385532755722,100,1
categorical__job_entrepreneur,0.0018352861016944126,100,1
categorical__job_housemaid,0.016502888106795968,100,1
categorical__job_management,0.014676252497636568,100,1
categorical__job_retired,0.04171184123488407,100,1
categorical__job_self-employed,0.011315787104825469,100,1
categorical__job_services,0.029447795951644304,100,1
categorical__job_student,0.020186737563132242,100,1
categorical__job_technician,0.021720176947410574,100,1
categorical__job_unemployed,0.0023555418130838312,100,1
categorical__job_unknown,0.0009338385742237296,100,1
categorical__marital_divorced,0.0034563142305299565,100,1
categorical__marital_married,0.07020390848908566,100,1
categorical__marital_single,0.04112598495438686,100,1
categorical__education_primary,0.07378363092563872,100,1
categorical__education_secondary,0.027124355536209167,100,1
categorical__education_tertiary,0.0766258685823601,100,1
categorical__education_unknown,0.0037887908335263384,100,1
categorical__default_no,0.00032400815316657733,100,1
categorical__default_yes,0.0008421850308770238,100,1
categorical__housing_no,0.18449109614854553,100,1
categorical__housing_yes,0.1986350219016946,100,1
categorical__loan_no,0.1010944592583934,100,1
categorical__loan_yes,0.11007849481372024,100,1
categorical__contact_cellular,0.2167060879182063,100,1
categorical__contact_telephone,0.04908309555397996,100,1
categorical__contact_unknown,0.4035504470835383,100,1
categorical__month_apr,0.009098590439466297,100,1
categorical__month_aug,0.19036583441269023,100,1
categorical__month_dec,0.0020130839262560104,100,1
categorical__month_feb,0.009674465024103582,100,1
categorical__month_jan,0.12684761104226364,100,1
categorical__month_jul,0.22508119484685213,100,1
categorical__month_jun,0.0559731749505455,100,1
categorical__month_mar,0.021359374923215487,100,1
categorical__month_may,0.2912077208497753,100,1
categorical__month_nov,0.15315862126712004,100,1
categorical__month_oct,0.019007050221842688,100,1
categorical__month_sep,0.020349660368068324,100,1
categorical__poutcome_failure,0.12700093561994277,100,1
categorical__poutcome_other,0.05120305024354622,100,1
categorical__poutcome_success,0.05230025996183477,100,1
categorical__poutcome_unknown,0.23796819236928818,100,1
numeric__age,0.0012894565239744374,100,2
numeric__balance,0.03692957465312986,100,2
numeric__day,1.8762084057237673e-05,100,2
numeric__duration,1.081476034439653,100,2
numeric__campaign,0.1650825735893088,100,2
numeric__pdays,0.027484523969014088,100,2
numeric__previous,0.022276158908640722,100,2
categorical__job_admin.,0.06554529953175678,100,2
categorical__job_blue-collar,0.09024441611725065,100,2
categorical__job_entrepreneur,0.011089107270074297,100,2
categorical__job_housemaid,0.008041123967649453,100,2
categorical__job_management,0.008106616724547835,100,2
categorical__job_retired,0.029912665784237256,100,2
categorical__job_self-employed,0.013792591813073681,100,2
categorical__job_services,0.0016299783772133357,100,2
categorical__job_student,0.020718485190848245,100,2
categorical__job_technician,0.0031946369349781733,100,2
categorical__job_unemployed,0.002681936337100616,100,2
categorical__job_unknown,0.0,100,2
categorical__marital_divorced,0.0019546044240502844,100,2
categorical__marital_married,0.07887222487400797,100,2
categorical__marital_single,0.07559652213110088,100,2
categorical__education_primary,0.07270791859002775,100,2
categorical__education_secondary,0.03459570520868907,100,2
categorical__education_tertiary,0.08779053856017123,100,2
categorical__education_unknown,0.010437169711631621,100,2
categorical__default_no,0.0017276961658982115,100,2
categorical__default_yes,0.001958013784648185,100,2
categorical__housing_no,0.20519851548579546,100,2
categorical__housing_yes,0.20060109617189475,100,2
categorical__loan_no,0.07143343203508722,100,2
categorical__loan_yes,0.0690789878447631,100,2
categorical__contact_cellular,0.26639502165354606,100,2
categorical__contact_telephone,0.0348608856493004,100,2
categorical__contact_unknown,0.4393201141340939,100,2
categorical__month_apr,0.011901305648449306,100,2
categorical__month_aug,0.2263187119308642,100,2
categorical__month_dec,0.0,100,2
categorical__month_feb,0.01352981705617766,100,2
categorical__month_jan,0.04802903859749393,100,2
categorical__month_jul,0.2597670011375992,100,2
categorical__month_jun,0.029997922930876986,100,2
categorical__month_mar,0.013664196408259196,100,2
categorical__month_may,0.28703620583785666,100,2
categorical__month_nov,0.13002854307693987,100,2
categorical__month_oct,0.0244788352619487,100,2
categorical__month_sep,0.03292372614302976,100,2
categorical__poutcome_failure,0.09924777538735985,100,2
categorical__poutcome_other,0.033376266631706154,100,2
categorical__poutcome_success,0.06957650610712851,100,2
categorical__poutcome_unknown,0.24237306656779797,100,2
numeric__age,0.0053253191014482025,100,3
numeric__balance,0.020221381520262875,100,3
numeric__day,0.033630896366521744,100,3
numeric__duration,1.0417101516074743,100,3
numeric__campaign,0.15294486751589362,100,3
numeric__pdays,8.387759858146763e-05,100,3
numeric__previous,0.013038688666474724,100,3
categorical__job_admin.,0.042773171382204926,100,3
categorical__job_blue-collar,0.08126991097526026,100,3
categorical__job_entrepreneur,0.005885060567367942,100,3
categorical__job_housemaid,0.01823522337835394,100,3
categorical__job_management,0.0020253084884852644,100,3
categorical__job_retired,0.029657969121746505,100,3
categorical__job_self-employed,0.00817129409655758,100,3
categorical__job_services,0.03895800047859876,100,3
categorical__job_student,0.027644997295880533,100,3
categorical__job_technician,0.023906415538433753,100,3
categorical__job_unemployed,0.0025461169525547093,100,3
categorical__job_unknown,0.0,100,3
categorical__marital_divorced,0.002573502978124661,100,3
categorical__marital_married,0.07285287047227094,100,3
categorical__marital_single,0.06168792381487132,100,3
categorical__education_primary,0.06608443258144457,100,3
categorical__education_secondary,0.014785912461603818,100,3
categorical__education_tertiary,0.04762898737785155,100,3
categorical__education_unknown,0.007348242074234995,100,3
categorical__default_no,0.001968363021851258,100,3
categorical__default_yes,0.0027066661592490583,100,3
categorical__housing_no,0.18389131350525684,100,3
categorical__housing_yes,0.19713589482389912,100,3
categorical__loan_no,0.0611411306283628,100,3
categorical__loan_yes,0.0684012895554524,100,3
categorical__contact_cellular,0.2738194798528003,100,3
categorical__contact_telephone,0.07191500039190224,100,3
categorical__contact_unknown,0.46904008026519844,100,3
categorical__month_apr,0.013516960476643932,100,3
categorical__month_aug,0.17871961889661286,100,3
categorical__month_dec,0.0035293301603078957,100,3
categorical__month_feb,0.011447989112290972,100,3
categorical__month_jan,0.07660488212435215,100,3
categorical__month_jul,0.2843991196430202,100,3
categorical__month_jun,0.0644090727559439,100,3
categorical__month_mar,0.003667333352088187,100,3
categorical__month_may,0.29784258359080634,100,3
categorical__month_nov,0.14748604062047624,100,3
categorical__month_oct,0.033973718514479744,100,3
categorical__month_sep,0.031175456705128706,100,3
categorical__poutcome_failure,0.1108346041421324,100,3
categorical__poutcome_other,0.034125423380580916,100,3
categorical__poutcome_success,0.09700958661247122,100,3
categorical__poutcome_unknown,0.24744489588769106,100,3
